university_slug,programme_official_title,level,discipline,duration,campus,delivery_mode,intl_status,intl_evidence_url,official_source_url,other_sources,already_on_site,existing_offering_slug,canonical_course_match,notes
jamia-millia-islamia,B.A. (Hons) Arabic,UG,Humanities & Languages,4 years,New Delhi,on-campus,open_to_international,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,https://jmi.ac.in/ACADEMICS/International-FSA/Foreign-Students-Advisor/University-Admission-2026-2027-(Foreign/NRI),no,,ba-languages-linguistics,15 supernumerary FS seats + 3 ICCR + 3 NRI-ward seats per FSA UG seat matrix 2026-27. No single-language canonical slug exists; mapped to the generic languages parent.
jamia-millia-islamia,B.A. (Hons) English,UG,Humanities & Languages,4 years,New Delhi,on-campus,open_to_international,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,,no,,ba-english-literature,15+3+3 FS/ICCR/NRI seats per FSA UG seat matrix 2026-27.
jamia-millia-islamia,B.A. (Hons) Islamic Studies,UG,Humanities & Languages,4 years,New Delhi,on-campus,open_to_international,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,,no,,ba-religious-studies,15+3+3 FS/ICCR/NRI seats per FSA UG seat matrix 2026-27. No religion/theology bachelor's canonical slug exists. Taxonomy batch-3: former gap proposal ba-islamic-studies resolved to new canonical ba-religious-studies.
jamia-millia-islamia,B.A. (Hons) Korean Language,UG,Humanities & Languages,4 years,New Delhi,on-campus,open_to_international,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,,no,,ba-languages-linguistics,8+2+2 FS/ICCR/NRI seats per FSA UG seat matrix 2026-27.
jamia-millia-islamia,B.A. (Hons) Persian,UG,Humanities & Languages,4 years,New Delhi,on-campus,open_to_international,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,,no,,ba-languages-linguistics,15+2+3 FS/ICCR/NRI seats per FSA UG seat matrix 2026-27.
jamia-millia-islamia,B.A. (Hons) Turkish Language & Literature,UG,Humanities & Languages,4 years,New Delhi,on-campus,open_to_international,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,,no,,ba-languages-linguistics,8+2+2 FS/ICCR/NRI seats per FSA UG seat matrix 2026-27.
jamia-millia-islamia,B.A. (Hons) Urdu,UG,Humanities & Languages,4 years,New Delhi,on-campus,open_to_international,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,,no,,ba-languages-linguistics,15+3+3 FS/ICCR/NRI seats per FSA UG seat matrix 2026-27.
jamia-millia-islamia,B.A. (Hons.) French & Francophone Studies,UG,Humanities & Languages,4 years,New Delhi,on-campus,open_to_international,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,,no,,ba-languages-linguistics,10+2+2 FS/ICCR/NRI seats per FSA UG seat matrix 2026-27.
jamia-millia-islamia,B.A. (Hons.) Hindi,UG,Humanities & Languages,4 years,New Delhi,on-campus,open_to_international,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,,no,,ba-languages-linguistics,10+2+2 FS/ICCR/NRI seats per FSA UG seat matrix 2026-27.
jamia-millia-islamia,B.A. (Hons.) History,UG,Humanities & Languages,4 years,New Delhi,on-campus,open_to_international,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,,no,,ba-history,15+3+3 FS/ICCR/NRI seats per FSA UG seat matrix 2026-27.
jamia-millia-islamia,B.A. (Hons.) Mass Media Hindi,UG,Humanities & Languages,4 years,New Delhi,on-campus,open_to_international,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,,no,,bachelor-media-communication,10+2+2 FS/ICCR/NRI seats per FSA UG seat matrix 2026-27. Hindi-medium media programme.
jamia-millia-islamia,B.A. (Hons.) Sanskrit,UG,Humanities & Languages,4 years,New Delhi,on-campus,open_to_international,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,,no,,ba-languages-linguistics,10+2+2 FS/ICCR/NRI seats per FSA UG seat matrix 2026-27.
jamia-millia-islamia,B.A. (Hons.) Spanish & Latin American Studies,UG,Humanities & Languages,4 years,New Delhi,on-campus,open_to_international,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,,no,,ba-languages-linguistics,10+2+2 FS/ICCR/NRI seats per FSA UG seat matrix 2026-27.
jamia-millia-islamia,B.A. (Hons.) Japanese Studies,UG,Humanities & Languages,4 years,New Delhi,on-campus,open_to_international,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,https://jmi.ac.in/upload/menuupload/fsa_seats_ug_programme.pdf,,no,,ba-languages-linguistics,10+2+2 FS/ICCR/NRI seats per FSA UG seat matrix 2026-27.
