university_slug,programme_official_title,level,discipline,duration,campus,delivery_mode,intl_status,intl_evidence_url,official_source_url,other_sources,already_on_site,existing_offering_slug,canonical_course_match,notes
manipal-university-jaipur,B.Tech (Computer Science & Engineering) -- Data Science,UG,"Faculty of Science, Technology and Architecture (FoSTA)",unknown (see official source),"Jaipur, Rajasthan",on_campus,open_to_international,https://jaipur.manipal.edu/international-program-offered.php,https://jaipur.manipal.edu/foe/b-tech-data-science.php,,no,,be-btech-data-science,"Programme is listed live (not HTML-commented-out) on MUJ's official ""Programs Offered & Eligibility"" page for international students -- the per-programme foreign-national eligibility list used as intl_status evidence for every row in this CSV. No USD/foreign fee figure was found on the sampled programme page or on fee-structure.php (both render fee via a General-Category widget); packager must locate the international/NRI fee sheet before publishing fee data."
manipal-university-jaipur,B.Tech (Electronics Engineering) -- VLSI Design and Technology,UG,"Faculty of Science, Technology and Architecture (FoSTA)",unknown (see official source),"Jaipur, Rajasthan",on_campus,open_to_international,https://jaipur.manipal.edu/international-program-offered.php,https://jaipur.manipal.edu/foe/b-tech-vlsi-design.php,,no,,be-btech-electronics-communication-engineering,"Programme is listed live (not HTML-commented-out) on MUJ's official ""Programs Offered & Eligibility"" page for international students -- the per-programme foreign-national eligibility list used as intl_status evidence for every row in this CSV. No USD/foreign fee figure was found on the sampled programme page or on fee-structure.php (both render fee via a General-Category widget); packager must locate the international/NRI fee sheet before publishing fee data. VLSI Design specialisation mapped to the parent Electronics & Communication Engineering canonical course."
manipal-university-jaipur,B.Tech (Computer Science & Engineering) -- Artificial Intelligence & Machine Learning,UG,"Faculty of Science, Technology and Architecture (FoSTA)",unknown (see official source),"Jaipur, Rajasthan",on_campus,open_to_international,https://jaipur.manipal.edu/international-program-offered.php,https://jaipur.manipal.edu/fosta/b-tech-artifitial-intelligence.php,,no,,be-btech-artificial-intelligence-machine-learning,"Programme is listed live (not HTML-commented-out) on MUJ's official ""Programs Offered & Eligibility"" page for international students -- the per-programme foreign-national eligibility list used as intl_status evidence for every row in this CSV. No USD/foreign fee figure was found on the sampled programme page or on fee-structure.php (both render fee via a General-Category widget); packager must locate the international/NRI fee sheet before publishing fee data."
manipal-university-jaipur,B.Tech Automobile Engineering,UG,"Faculty of Science, Technology and Architecture (FoSTA)",unknown (see official source),"Jaipur, Rajasthan",on_campus,open_to_international,https://jaipur.manipal.edu/international-program-offered.php,https://jaipur.manipal.edu/fosta/b-tech-automobile.php,,no,,be-btech-automobile-engineering,"Programme is listed live (not HTML-commented-out) on MUJ's official ""Programs Offered & Eligibility"" page for international students -- the per-programme foreign-national eligibility list used as intl_status evidence for every row in this CSV. No USD/foreign fee figure was found on the sampled programme page or on fee-structure.php (both render fee via a General-Category widget); packager must locate the international/NRI fee sheet before publishing fee data."
manipal-university-jaipur,B.Tech Biotechnology,UG,"Faculty of Science, Technology and Architecture (FoSTA)",unknown (see official source),"Jaipur, Rajasthan",on_campus,open_to_international,https://jaipur.manipal.edu/international-program-offered.php,https://jaipur.manipal.edu/fosta/b-tech-bio-technology.php,,no,,be-btech-biotechnology,"Programme is listed live (not HTML-commented-out) on MUJ's official ""Programs Offered & Eligibility"" page for international students -- the per-programme foreign-national eligibility list used as intl_status evidence for every row in this CSV. No USD/foreign fee figure was found on the sampled programme page or on fee-structure.php (both render fee via a General-Category widget); packager must locate the international/NRI fee sheet before publishing fee data. No canonical B.Tech/B.E. Biotechnology course exists (only bsc-biological-sciences at B.Sc level); proposed new parent GAP:be-btech-biotechnology. Taxonomy batch-3: former gap proposal be-btech-biotechnology resolved to new canonical be-btech-biotechnology."
manipal-university-jaipur,B.Tech Chemical Engineering,UG,"Faculty of Science, Technology and Architecture (FoSTA)",unknown (see official source),"Jaipur, Rajasthan",on_campus,open_to_international,https://jaipur.manipal.edu/international-program-offered.php,https://jaipur.manipal.edu/fosta/b-tech-chemical-engg.php,,no,,be-btech-chemical-engineering,"Programme is listed live (not HTML-commented-out) on MUJ's official ""Programs Offered & Eligibility"" page for international students -- the per-programme foreign-national eligibility list used as intl_status evidence for every row in this CSV. No USD/foreign fee figure was found on the sampled programme page or on fee-structure.php (both render fee via a General-Category widget); packager must locate the international/NRI fee sheet before publishing fee data."
manipal-university-jaipur,B.Tech Civil Engineering -- Dual Degree (2 yr @ Deakin University),UG,"Faculty of Science, Technology and Architecture (FoSTA)",unknown (see official source),"Jaipur, Rajasthan",on_campus,open_to_international,https://jaipur.manipal.edu/international-program-offered.php,https://jaipur.manipal.edu/fosta/b-tech-civil-engineering-dual-degree.php,,no,,be-btech-civil-engineering,"Programme is listed live (not HTML-commented-out) on MUJ's official ""Programs Offered & Eligibility"" page for international students -- the per-programme foreign-national eligibility list used as intl_status evidence for every row in this CSV. No USD/foreign fee figure was found on the sampled programme page or on fee-structure.php (both render fee via a General-Category widget); packager must locate the international/NRI fee sheet before publishing fee data. Dual-degree variant of the same civil engineering award; mapped to the same parent course as the single-campus B.Tech Civil Engineering row, format flagged in notes."
manipal-university-jaipur,B.Tech Civil Engineering,UG,"Faculty of Science, Technology and Architecture (FoSTA)",unknown (see official source),"Jaipur, Rajasthan",on_campus,open_to_international,https://jaipur.manipal.edu/international-program-offered.php,https://jaipur.manipal.edu/fosta/b-tech-civil-engineering.php,,no,,be-btech-civil-engineering,"Programme is listed live (not HTML-commented-out) on MUJ's official ""Programs Offered & Eligibility"" page for international students -- the per-programme foreign-national eligibility list used as intl_status evidence for every row in this CSV. No USD/foreign fee figure was found on the sampled programme page or on fee-structure.php (both render fee via a General-Category widget); packager must locate the international/NRI fee sheet before publishing fee data."
manipal-university-jaipur,B.Tech Computer & Communication Engineering,UG,"Faculty of Science, Technology and Architecture (FoSTA)",unknown (see official source),"Jaipur, Rajasthan",on_campus,open_to_international,https://jaipur.manipal.edu/international-program-offered.php,https://jaipur.manipal.edu/fosta/b-tech-computer-science-communication.php,,no,,be-btech-computer-science-engineering,"Programme is listed live (not HTML-commented-out) on MUJ's official ""Programs Offered & Eligibility"" page for international students -- the per-programme foreign-national eligibility list used as intl_status evidence for every row in this CSV. No USD/foreign fee figure was found on the sampled programme page or on fee-structure.php (both render fee via a General-Category widget); packager must locate the international/NRI fee sheet before publishing fee data. Communication-focused CSE variant; mapped to the parent Computer Science & Engineering canonical course."
manipal-university-jaipur,B.Tech (Computer Science & Engineering),UG,"Faculty of Science, Technology and Architecture (FoSTA)",unknown (see official source),"Jaipur, Rajasthan",on_campus,open_to_international,https://jaipur.manipal.edu/international-program-offered.php,https://jaipur.manipal.edu/fosta/b-tech-computer-science-engineering.php,,no,,be-btech-computer-science-engineering,"Programme is listed live (not HTML-commented-out) on MUJ's official ""Programs Offered & Eligibility"" page for international students -- the per-programme foreign-national eligibility list used as intl_status evidence for every row in this CSV. No USD/foreign fee figure was found on the sampled programme page or on fee-structure.php (both render fee via a General-Category widget); packager must locate the international/NRI fee sheet before publishing fee data."
manipal-university-jaipur,B.Tech Computer Science & Engineering -- Dual Degree (2+2 with Deakin University),UG,"Faculty of Science, Technology and Architecture (FoSTA)",unknown (see official source),"Jaipur, Rajasthan",on_campus,open_to_international,https://jaipur.manipal.edu/international-program-offered.php,https://jaipur.manipal.edu/fosta/b-tech-cs-dual-degree.php,,no,,be-btech-computer-science-engineering,"Programme is listed live (not HTML-commented-out) on MUJ's official ""Programs Offered & Eligibility"" page for international students -- the per-programme foreign-national eligibility list used as intl_status evidence for every row in this CSV. No USD/foreign fee figure was found on the sampled programme page or on fee-structure.php (both render fee via a General-Category widget); packager must locate the international/NRI fee sheet before publishing fee data. Dual-degree variant of CSE; mapped to the same parent course, format flagged in notes."
manipal-university-jaipur,B.Tech Computer Science and Bioscience,UG,"Faculty of Science, Technology and Architecture (FoSTA)",unknown (see official source),"Jaipur, Rajasthan",on_campus,open_to_international,https://jaipur.manipal.edu/international-program-offered.php,https://jaipur.manipal.edu/fosta/b-tech-cse-bio-science.php,,no,,be-btech-computer-science-engineering,"Programme is listed live (not HTML-commented-out) on MUJ's official ""Programs Offered & Eligibility"" page for international students -- the per-programme foreign-national eligibility list used as intl_status evidence for every row in this CSV. No USD/foreign fee figure was found on the sampled programme page or on fee-structure.php (both render fee via a General-Category widget); packager must locate the international/NRI fee sheet before publishing fee data. Interdisciplinary CSE + bioscience minor; no closer canonical fit than the parent CSE course exists today."
