university_slug,programme_official_title,level,discipline,duration,campus,delivery_mode,intl_status,intl_evidence_url,official_source_url,other_sources,already_on_site,existing_offering_slug,canonical_course_match,notes
birla-institute-of-technology-and-science-pilani,Chemical Engineering,UG,Engineering,4 Years,"Pilani, Rajasthan",on-campus,open_to_international,https://www.bitsadmission.com/ISA/downloads/ISA_Brochure.pdf,https://www.bitsadmission.com/ISA/downloads/ISA_Brochure.pdf,https://admissions.bits-pilani.ac.in/ISA/downloads/ISA_Fee_Structure_2026-27.pdf,no,,be-btech-chemical-engineering,ISA (SAT route) B.E. programme; PCM required (PCB not accepted for this programme) | Phase D 2026-09-21: campus confirmed on the BITSAT-2026 brochure campus-wise list and the programme page; packaged in 0110.
birla-institute-of-technology-and-science-pilani,Chemical Engineering,UG,Engineering,4 Years,"K. K. Birla Goa Campus, Goa",on-campus,open_to_international,https://www.bitsadmission.com/ISA/downloads/ISA_Brochure.pdf,https://www.bitsadmission.com/ISA/downloads/ISA_Brochure.pdf,https://admissions.bits-pilani.ac.in/ISA/downloads/ISA_Fee_Structure_2026-27.pdf,no,,be-btech-chemical-engineering,ISA (SAT route) B.E. programme; not footnoted as campus-restricted in the ISA brochure table -- assumed offered at all 3 campuses like the other unmarked B.E. titles; confirm before packaging | Phase D 2026-09-21: campus confirmed on the BITSAT-2026 brochure campus-wise list and the programme page; packaged in 0110.
birla-institute-of-technology-and-science-pilani,Chemical Engineering,UG,Engineering,4 Years,"Hyderabad Campus, Telangana",on-campus,open_to_international,https://www.bitsadmission.com/ISA/downloads/ISA_Brochure.pdf,https://www.bitsadmission.com/ISA/downloads/ISA_Brochure.pdf,https://admissions.bits-pilani.ac.in/ISA/downloads/ISA_Fee_Structure_2026-27.pdf,no,,be-btech-chemical-engineering,Assumed offered at all 3 campuses; confirm before packaging (see Goa row note) | Phase D 2026-09-21: campus confirmed on the BITSAT-2026 brochure campus-wise list and the programme page; packaged in 0110.
birla-institute-of-technology-and-science-pilani,Civil Engineering,UG,Engineering,4 Years,"Pilani, Rajasthan",on-campus,open_to_international,https://www.bitsadmission.com/ISA/downloads/ISA_Brochure.pdf,https://www.bitsadmission.com/ISA/downloads/ISA_Brochure.pdf,https://admissions.bits-pilani.ac.in/ISA/downloads/ISA_Fee_Structure_2026-27.pdf,no,,be-btech-civil-engineering,ISA brochure footnotes this programme as Pilani & Hyderabad only (not offered at Goa) | Phase D 2026-09-21: campus confirmed on the BITSAT-2026 brochure campus-wise list and the programme page; packaged in 0110.
birla-institute-of-technology-and-science-pilani,Civil Engineering,UG,Engineering,4 Years,"Hyderabad Campus, Telangana",on-campus,open_to_international,https://www.bitsadmission.com/ISA/downloads/ISA_Brochure.pdf,https://www.bitsadmission.com/ISA/downloads/ISA_Brochure.pdf,https://admissions.bits-pilani.ac.in/ISA/downloads/ISA_Fee_Structure_2026-27.pdf,no,,be-btech-civil-engineering,ISA brochure footnotes this programme as Pilani & Hyderabad only (not offered at Goa) | Phase D 2026-09-21: campus confirmed on the BITSAT-2026 brochure campus-wise list and the programme page; packaged in 0110.
birla-institute-of-technology-and-science-pilani,Electrical & Electronics Engineering,UG,Engineering,4 Years,"Pilani, Rajasthan",on-campus,open_to_international,https://www.bitsadmission.com/ISA/downloads/ISA_Brochure.pdf,https://www.bitsadmission.com/ISA/downloads/ISA_Brochure.pdf,https://admissions.bits-pilani.ac.in/ISA/downloads/ISA_Fee_Structure_2026-27.pdf,no,,be-btech-electrical-electronics-engineering,Assumed offered at all 3 campuses (no footnote); confirm before packaging | Phase D 2026-09-21: campus confirmed on the BITSAT-2026 brochure campus-wise list and the programme page; packaged in 0110.
birla-institute-of-technology-and-science-pilani,Electrical & Electronics Engineering,UG,Engineering,4 Years,"K. K. Birla Goa Campus, Goa",on-campus,open_to_international,https://www.bitsadmission.com/ISA/downloads/ISA_Brochure.pdf,https://www.bitsadmission.com/ISA/downloads/ISA_Brochure.pdf,https://admissions.bits-pilani.ac.in/ISA/downloads/ISA_Fee_Structure_2026-27.pdf,no,,be-btech-electrical-electronics-engineering,Assumed offered at all 3 campuses (no footnote); confirm before packaging | Phase D 2026-09-21: campus confirmed on the BITSAT-2026 brochure campus-wise list and the programme page; packaged in 0110.
birla-institute-of-technology-and-science-pilani,Electrical & Electronics Engineering,UG,Engineering,4 Years,"Hyderabad Campus, Telangana",on-campus,open_to_international,https://www.bitsadmission.com/ISA/downloads/ISA_Brochure.pdf,https://www.bitsadmission.com/ISA/downloads/ISA_Brochure.pdf,https://admissions.bits-pilani.ac.in/ISA/downloads/ISA_Fee_Structure_2026-27.pdf,no,,be-btech-electrical-electronics-engineering,Assumed offered at all 3 campuses (no footnote); confirm before packaging | Phase D 2026-09-21: campus confirmed on the BITSAT-2026 brochure campus-wise list and the programme page; packaged in 0110.
birla-institute-of-technology-and-science-pilani,Mechanical Engineering,UG,Engineering,4 Years,"Pilani, Rajasthan",on-campus,open_to_international,https://www.bitsadmission.com/ISA/downloads/ISA_Brochure.pdf,https://www.bitsadmission.com/ISA/downloads/ISA_Brochure.pdf,https://admissions.bits-pilani.ac.in/ISA/downloads/ISA_Fee_Structure_2026-27.pdf,no,,be-btech-mechanical-engineering,Assumed offered at all 3 campuses (no footnote); confirm before packaging | Phase D 2026-09-21: campus confirmed on the BITSAT-2026 brochure campus-wise list and the programme page; packaged in 0110.
birla-institute-of-technology-and-science-pilani,Mechanical Engineering,UG,Engineering,4 Years,"K. K. Birla Goa Campus, Goa",on-campus,open_to_international,https://www.bitsadmission.com/ISA/downloads/ISA_Brochure.pdf,https://www.bitsadmission.com/ISA/downloads/ISA_Brochure.pdf,https://admissions.bits-pilani.ac.in/ISA/downloads/ISA_Fee_Structure_2026-27.pdf,no,,be-btech-mechanical-engineering,Assumed offered at all 3 campuses (no footnote); confirm before packaging | Phase D 2026-09-21: campus confirmed on the BITSAT-2026 brochure campus-wise list and the programme page; packaged in 0110.
birla-institute-of-technology-and-science-pilani,Mechanical Engineering,UG,Engineering,4 Years,"Hyderabad Campus, Telangana",on-campus,open_to_international,https://www.bitsadmission.com/ISA/downloads/ISA_Brochure.pdf,https://www.bitsadmission.com/ISA/downloads/ISA_Brochure.pdf,https://admissions.bits-pilani.ac.in/ISA/downloads/ISA_Fee_Structure_2026-27.pdf,no,,be-btech-mechanical-engineering,Assumed offered at all 3 campuses (no footnote); confirm before packaging | Phase D 2026-09-21: campus confirmed on the BITSAT-2026 brochure campus-wise list and the programme page; packaged in 0110.
