university_slug,programme_official_title,level,discipline,duration,campus,delivery_mode,intl_status,intl_evidence_url,official_source_url,other_sources,already_on_site,existing_offering_slug,canonical_course_match,notes
symbiosis-international-university,B.Sc. (Economics) - Honours / Honours with Research,UG,Humanities and Social Sciences,,Pune (Senapati Bapat Road),on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,no,,bachelor-economics,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,B.Sc. (Applied Statistics and Data Science) - Honours / Honours with Research,UG,Humanities and Social Sciences,,Pune (Senapati Bapat Road),on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,no,,GAP:bsc-statistics-data-science,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,B.A. (Liberal Arts) Honours with Research,UG,Humanities and Social Sciences,,Pune (Viman Nagar),on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,no,,bachelor-liberal-arts,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,B.Sc. (Liberal Arts) Honours / Honours with Research,UG,Humanities and Social Sciences,,Pune (Viman Nagar),on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,no,,bachelor-liberal-arts,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,B.Sc. (Liberal Arts) Honours,UG,Humanities and Social Sciences,,Pune (Viman Nagar),on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,yes,siu-ssla-pune-liberal-arts-hons,bachelor-liberal-arts,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,B.A. (Liberal Arts) Honours,UG,Humanities and Social Sciences,,Pune (Viman Nagar),on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,yes,siu-ssla-pune-liberal-arts-hons,bachelor-liberal-arts,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,B.Sc. (Psychology) - Honours,UG,Humanities and Social Sciences,,Dubai,on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,no,,bachelor-psychology,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,B.Sc. (Economics) - Honours / Honours with Research (Dual Degree),UG,Humanities and Social Sciences,,Pune (Senapati Bapat Road),on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,no,,bachelor-economics,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,B.Tech (Civil Engineering) (Dual Degree),UG,Engineering,,Pune (Lavale),on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,no,,be-btech-civil-engineering,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,B.Tech. (Mechanical Engineering) (Dual Degree),UG,Engineering,,Pune (Lavale),on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,no,,be-btech-mechanical-engineering,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,B.Tech (Computer Science and Engineering) with specialization in Data Science (Dual Degree),UG,Engineering,,Pune (Lavale); Hyderabad; Nagpur,on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,no,,be-btech-computer-science-engineering,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,Global B.B.A./B.B.A. Honours with Research (Dual Degree),UG,Management,,Pune (Viman Nagar),on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,no,,GAP:bba,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,B.Tech (Computer Science and Engineering) with specialization in Cyber Security (Dual Degree),UG,Engineering,,Hyderabad; Nagpur,on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,no,,be-btech-computer-science-engineering,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,B.A. (Visual Arts and Photography),UG,Media and Communication,,Pune (Lavale),on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,no,,bachelor-media-communication,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,B.A. (Mass Communication) - Honours / Honours with Research,UG,Media and Communication,,Pune (Viman Nagar),on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,yes,siu-scmc-pune-ba-mass-communication,bachelor-media-communication,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,B.B.A. (Media Management) - Honours / Honours with Research,UG,Media and Communication,,Pune (Viman Nagar),on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,no,,GAP:bba,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,B.A. (Media & Communication),UG,Media and Communication,,Dubai,on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,no,,bachelor-media-communication,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,B.Sc. (Culinary Arts),UG,Medical and Health Sciences,,Pune (Lavale),on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,no,,GAP:bachelor-culinary-arts,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,B.Sc. (Hospitality and Culinary Management),UG,Medical and Health Sciences,,Pune (Lavale),on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,no,,bachelor-hospitality-management,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,B.Sc. Nursing,UG,Medical and Health Sciences,,Pune (Lavale),on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,no,,bsc-nursing,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,B.Sc. (Sport and Exercise Science) - Honours/ Honours with Research,UG,Medical and Health Sciences,,Pune (Lavale),on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,no,,GAP:bachelor-sports-science,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,B.Sc. in Paramedical Technology Honours/Honours with Research,UG,Medical and Health Sciences,,Pune (Lavale),on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,no,,GAP:bachelor-allied-health-sciences,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,B.Sc. Paramedical Technology (Radiotherapy Technology) Honours/ Honours with Research,UG,Medical and Health Sciences,,Pune (Lavale),on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,no,,GAP:bachelor-allied-health-sciences,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,B.Sc. (Behavioural Health Sciences) - Honours / Honours with Research,UG,Medical and Health Sciences,,Pune (Lavale),on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,no,,GAP:bachelor-allied-health-sciences,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
symbiosis-international-university,M.B.B.S.,UG,Medical and Health Sciences,,Pune (Lavale),on-campus,open_to_international,https://www.siu.edu.in/international-affairs/overview,https://www.siu.edu.in/programmes/undergraduate,,no,,mbbs,"Admission for all international categories (Foreign National/NRI/OCI/PIO) centralised via Symbiosis Centre for International Education (SCIE), scie.ac.in; per-programme intake cap and fee not individually re-verified in this pass."
